id;CustomerName;CustomerAddress;State
4565;Green Shoes Corp.;970 Vilas Circle;Louisiana
4566;Mac Computer Warehouse;1701 W. Mellody Rd.;South Dakota
4567;Camp Stuff;367Bluebird Terr.;Wyoming
4568;Palmer Golf Supplies;425 Lake Ave.;Arkansas
4569;Keyth Contracting and Repair;135 Lakewood place;Oklahoma
4570;Dapper's Antiques;770 Exmoor Rd.;Michigan
4571;Peterson Roberts Carpentry;1245 Eastwood;Nebraska
4572;Highland Lanes;1619 Judson Ave. Apt #34B;Vermont
4573;Shaggy's Grooming Services;2870 Skokie Rd.;Washington
4574;Perimeter Security Consultants;3160 Summit Ave.;Kentucky
4575;Bill's Dive Shop;1245 Eastwood;Indiana
4576;Car Suite Cleaners;2510 Crain;Iowa
4577;Palmer Golf Supplies;1949 Cloverdale Rd.;Colorado
4578;Portugal, Liddy, & Son Ltd.;59 Cordon Terr.;Kentucky
4579;Got It All Electronics Supply;1535 Knollwood Drive;Connecticut
4580;Griffith Paving and Sealcoatin;899 Harvard Ct;Wyoming
4581;Ampro Office Team Ltd.;726 White Oaks Ave.;New Jersey
4582;Morton Roofing and Siding;2936 Arlington Ave.;South Carolina
4583;Esmarda Chemical Manufacturers;511 Maple Ave.  Apt. 1B;Washington
4584;North Shore Appliance Service;3062 Lindenwood Ln.;Nebraska
4585;Smith Communications Inc.;1287 Glencoe Ave.;Tennessee
4586;Yale Remins Temp Agency;465 Stratford Rd.;New Mexico
4587;Trapezoid Studios;218 Oakridge Ave.;Alaska
4588;Sigman and Freud Psychiatry;2644 Princeton Ln.;Florida
4589;Elm Place Business Supplies;120 high St.;Alabama
4590;Garfield Appliance Service;511 Maple Ave.  Apt. 1B;Maine
4591;Shaggy's Grooming Services;201-C Frontage Rd.;North Carolina
61;DBN Bank;456 Grossman Ln.;Ohio
4551;Pac Builders;662 Lyons Circle;Alaska
4592;Cotton Thumb Ltd.;872 Virginia Rd.;Iowa
4593;Tub's Furniture Store;1633 McGovern place;New Hampshire
4594;Cutter Lawn Mower Repair;2479 Woodridge Drive;Iowa
4595;Griffith Paving and Sealcoatin;433 Burton Ave.;Ohio
4596;Futoons Cartoons Emporium;406 Trinity Ct.;Massachusetts
4597;North West Gas Co.;1619 Judson Ave. Apt #34B;Oregon
4598;Air France;614 green bay Rd.;Illinois
4599;Air India;115 Judson Rd.;Minnesota
4600;janice Mann Accounting Service;3478 Bryn Mawr St.;New Mexico
4601;Smith Communications Inc.;38976 Forest View Rd.;New Hampshire
4602;Hardee Woodwork Ltd.;1750 Lily Court;Wyoming
4603;Sigman and Freud Psychiatry;1752 Clinton Ave.;Virginia
4604;New Dehli Auto Exchange;2267 Anderson Lane;Missouri
4605;Auto Interior Carpeting Compan;937 Judson Ave.;New York
4606;Lee Stairworks and Carpentry,;1660 Park Ave.;South Dakota
4607;Lutz Soft Cloth Car Wash;3100 Trailer Way;Georgia
4608;Esmarda Chemical Manufacturers;1860 Parkside Ln.;Minnesota
4609;Quad City Cleaning;2600 Winsor Mall;Mississippi
4610;Vanity Town;1912 Old Briar Lane #2;Arizona
4611;Vanity Town;367Bluebird Terr.;South Carolina
4612;Pivot Point College;406 Trinity Ct.;New Mexico
4613;Block Boats and Lures;4467 Sheridan Rd.;Vermont
4614;Cotton Thumb Ltd.;2045 St. johns Ave.;Vermont
4615;Lee Stairworks and Carpentry,;1235 Easton Rd.;Connecticut
4616;Shaggy's Grooming Services;3487 Green Bay Rd.;Michigan
4618;Energy Source Diet Centers;2632 Prarie Ln.;Illinois
4619;Glassman & Stone;266 Green Bay Rd.;Iowa
4620;Doll House Rock;1799 Rosemary Way;Iowa
4621;Woodworks Co.;812 North Ave.;Arkansas
4622;Got It All Electronics Supply;42 Valley Rd.;Maine
4623;Hilco Auto Body;1 Twin Oaks Place;Montana
4624;Bill's Dive Shop;1954 First St.;California
4625;Pete's Auto Repair;2032 Northbrook Ct.;Arizona
4626;PGS Associates;857 Woodbine Rd;South Dakota
4627;Kermit the Pet Shop;2510 Crain;Alabama
4628;Pivot Point College;42 Valley Rd.;Texas
4629;Johnson, Erico & Co CPA's;1859 Green Bay Rd.;North Carolina
4630;Darcy Frame and Matting Servic;406 Trinity Ct.;Rhode Island
4631;Air France;788 Tennyson Ave.;Indiana
4632;John G. Hartling Ltd.;1839 McCraren Rd.;Massachusetts
4633;First National Bank of Ottowa;600 Central Ave;Idaho
4634;Kosmo Consulting;1799 Rosemary Way;Missouri
4635;Froggy's Gourmet Catering;899 Harvard Ct;Nevada
4636;Air Mexico;3150 Skokie Valley Rd.;South Carolina
4637;Parties Galore Golf Course;10 Marquette Rd.;Montana
4638;Vanity Town;1658 Second St.;Virginia
4639;Myers Chocolates and Confectio;1019 Deerfield Rd.;Mississippi
4640;Mail Boxes Et. Al.;2112 Ravine Drive;Wyoming
4641;Air France;788 Tennyson Ave.;Indiana
4642;John G. Hartling Ltd.;1839 McCraren Rd.;Massachusetts
4643;First National Bank of Ottowa;600 Central Ave;Idaho
4644;Kosmo Consulting;1799 Rosemary Way;Missouri
4645;Froggy's Gourmet Catering;899 Harvard Ct;Nevada
4646;Air Mexico;3150 Skokie Valley Rd.;South Carolina
4647;Parties Galore Golf Course;10 Marquette Rd.;Montana
4648;Vanity Town;1658 Second St.;Virginia
4649;Myers Chocolates and Confectio;1019 Deerfield Rd.;Mississippi
4650;Mail Boxes Et. Al.;2112 Ravine Drive;Wyoming
4652;Nyman Interior Design;12 Craven Way;Pennsylvania
4653;Vecot Inc.;10 Marquette Rd.;Georgia
4654;Camp Oconomowoc;2224 Sherman Rd.;Idaho
4655;Lennox Air Pollution Control;1714 Clifton Rd.;Missouri
4656;Dean Barnett Furniture Repair;1185 County line Rd.;Alabama
4657;Myles Building Consultants;1907 S. Prospect Ave.;Louisiana
4658;Johnson, Erico & Co CPA's;368 Woodland Rd.;Minnesota
4659;Rythmics Ltd.;970 Vilas Circle;Georgia
4660;Car Suite Cleaners;1839 McCraren Rd.;Tennessee
4661;American Deli Workers Union;224  Highwood Ave.;Missouri
4662;Mac Computer Warehouse;2024 St.Johns Ave.;California
4663;Lickmen Restoration;1907 S. Prospect Ave.;California
4664;K L Consulting;406 Trinity Ct.;Idaho
4665;Peterson Roberts Carpentry;2678 Sheridan Rd.;Massachusetts
4666;Green Bay Travel Services;2644 Princeton Ln.;New Jersey
4667;Darcy Frame and Matting Servic;1660 Park Ave.;New Hampshire
4668;Hibop Heating and Air Conditio;917 Fairview Ave.  Apt. 982;Washington
4669;Rythmics Ltd.;1839 McCraren Rd.;New Hampshire
4670;BBQ Smith's Tex Mex;2505 Allison ct.;Nebraska
4671;Bako Delicatessen;14836 W. River Oaks Dr.;Massachusetts
4672;Salt & Pepper Catering Service;4467 Sheridan Rd.;South Carolina
4673;Dean Barnett Furniture Repair;425 Lake Ave.;Wyoming
4674;Terrinni & Son Auto and Truck;1859 Green Bay Rd.;Idaho
4675;Toggle & Myerson Ltd;1550 Ridge Rd.;California
4676;Libra & Sons;969 Saxony Drive;South Dakota
4677;Camp Oconomowoc;1287 Glencoe Ave.;Massachusetts
4678;Maintence Services of Maine;2505 Allison ct.;North Carolina
4679;American Deli Workers Union;2632 Prarie Ln.;Kansas
4680;Gourmet the Frog;1235 Easton Rd.;Nevada
4681;Brand Y Creative Services;4522 N. Greenview Apt. 1B;New Mexico
4682;AA Advertising;581 Hill St. Apt. 234;Tennessee
4683;Hoffman Printing Center;1912 Old Briar Lane #2;Connecticut
4684;Camp Stuff;511 Hill;Hawaii
4685;Glenn Oaks Office Supplies;135 Lakewood place;Missouri
4686;AAA Daniels Antiques;865 Old Tall Tree Lane;Texas
4687;Vanity Town;242 Ashland Ave.;New Mexico
4688;Trapezoid Studios;807 Old Trail Rd.;California
4689;North Park Lighting Galleries;581 Hill St. Apt. 234;Wyoming
4690;Glenwood Credit Union;224  Highwood Ave.;Colorado
4691;Car Suite Cleaners;218 Oakridge Ave.;Nebraska
4692;PGS Associates;1234 Devonshire Court;Florida
4693;Brand Y Creative Services;4259 W. Lake Ave.;Alaska
4694;Kapp Camera and Video;21 Lakeview Terrace #2312;Hawaii
4695;Dependable Plumbing and Sewer;1679 McCraren;Rhode Island
4696;Caranisco Homes;872 Virginia Rd.;Tennessee
4697;Eva Galler Galleries Inc.;367Bluebird Terr.;Nevada
4698;Vecot Inc.;218 Oakridge Ave.;Tennessee
4699;North Shore Appliance Service;54 Lakeview Terrace;Alabama
4700;Perimeter Security Consultants;4763 Blackhawk Rd.;Missouri
4701;Deer Lake Inn;1701 W. Mellody Rd.;Idaho
4702;Flinn Mosquito and Pest Contro;3100 Trailer Way;New Mexico
4703;Futoons Cartoons Emporium;812 North Ave.;Nebraska
4704;Nina's Snow Plowing;854 Woodbine;Oklahoma
4705;Jay's Cabinet Company;1633 McGovern place;Ohio
4706;American Deli Workers Union;654 Walnut Rd.;North Carolina
4707;Michael Montgomery Hair Saloon;1575 Oak Ave.  Apt. 2C;Iowa
4708;Terrinni & Son Auto and Truck;456 Groverland Ave.;Montana
4710;Nitelites Party Rental;456 Groverland Ave.;Indiana
4711;Hibop Heating and Air Conditio;1065 Hillcrest Circle;Georgia
4712;Yale Remins Temp Agency;242 Ashland Ave.;North Dakota
4713;janice Mann Accounting Service;3100 Trailer Way;Indiana
4714;Bako Delicatessen;231 Sheriden Rd.;Texas
4715;Corbins, Rodriguez, & Savocchi;632 Roger Williams;Illinois
4716;Green Bay Travel Services;1770 first St.;Rhode Island
4717;Pivot Point College;1436 Waverly Rd.;New Hampshire
4718;Peterson Roberts Carpentry;3344 Beachwood Ln.;Alaska
4719;Ampro Office Team Ltd.;1860 Parkside Ln.;Illinois
4720;Highland Heights Gift Shop;600 Central Ave.;Massachusetts
4721;Kosmo Consulting;1750 Lily Court;Nebraska
4722;Flinn Mosquito and Pest Contro;210 Cresant Rd.;Indiana
4723;Froggy's Gourmet Catering;224  Highwood Ave.;Connecticut
4724;Yale Remins Temp Agency;3059 Priscilla Court;North Dakota
4725;Eva Galler Galleries Inc.;505 N. Frances St.;Georgia
4726;Innman Paint and Glass;456 Grossman Ln.;Arizona
4727;Sigman and Freud Psychiatry;618 Sheriden rd.;California
4728;Truck-X Muffler Repair;310 Walker Ave.;New Jersey
4729;Acturial Enterprises Ltd.;45 South Deer Creek Drive;Alabama
4730;Nina's Snow Plowing;654 Walnut Rd.;Colorado
4731;Lutz Soft Cloth Car Wash;2678 Sheridan Rd.;North Carolina
4732;Mac Computer Warehouse;14836 W. River Oaks Dr.;Georgia
4733;AA Advertising;2632 Prarie Ln.;Delaware
4734;BBQ Smith's Tex Mex;1858 Balsam Way;Nevada
4735;Keep Cool Air Conditioner Repa;2632 Prarie Ln.;Arizona
4736;Air Guatamala;2148 Eastview Dr.;California
4737;Resnick DDS;750 Homewood Ave.;Massachusetts
4738;Mergenthaler Inc.;852 Sumac Rd.;Michigan
4739;Lake Shore Publishing;3062 Lindenwood Ln.;Rhode Island
4740;Elm Place Business Supplies;1245 Eastwood;Tennessee
4741;Morton Roofing and Siding;12 Fort Sheriden Ave.;Arkansas
4742;Parties Galore Golf Course;1 Twin Oaks Place;Ohio
4743;Caranisco Homes;2510 Crain;Connecticut
4744;Crosstracks Car Wash;1486 Old Deerfield Rd.;Arizona
4745;Ebert Music Center;865 Old Tall Tree Lane;Iowa
4746;Doerner's Awnings and Canopies;218 Oakridge Ave.;South Dakota
4747;Morgan Construction Co;1019 Deerfield Rd.;West Virginia
4748;Froggy's Gourmet Catering;42 Valley Rd.;Delaware
4749;Mac Computer Warehouse;965 Marion Place Apt. 65C;North Dakota
4750;Hardee Woodwork Ltd.;1065 Hillcrest Circle;North Carolina
4751;Smith Communications Inc.;355 Golf Rd.;Maine
4752;Marks, Marks, and Kaplan Ltd.;1235 Easton Rd.;Minnesota
4753;Acme Chemical Supply;313 Grove Ave.;Massachusetts
4754;Maintence Services of Maine;746 Judson Place;Arkansas
4755;Auto Interior Carpeting Compan;1619 Judson Ave. Apt #34B;Utah
4756;Parkway Auto Body;1831 Beverly Place #9D;Arizona
4757;Bee Line Publishing;3478 Bryn Mawr St.;Illinois
4758;Park District Of America;456 Groverland Ave.;South Dakota
4759;Gourmet the Frog;970 Vilas Circle;Florida
4760;Pivot Point College;43078 Kennedy Dr.;Oregon
4761;Loyal Order of Buffalo;785 Highland place;Mississippi
4762;Lambert & Locke Legal Services;12 Skokie Valley Rd.;North Carolina
4763;Derbin Contracting Services;671 Blackstone Ave.;Louisiana
4764;Pasifico Inc.;807 Old Trail Rd.;North Carolina
4765;Yale Remins Temp Agency;2922 Twin Oaks Drive;Oklahoma
4766;Doll House Rock;1450 Harding Ave.;Wisconsin
4767;Glenwood Credit Union;1233 Arbor Rd.;Maine
4768;Myers Chocolates and Confectio;2148 Eastview Dr.;Colorado
4769;Garfield Appliance Service;38976 Forest View Rd.;Rhode Island
4770;Cutter Lawn Mower Repair;600 Central Ave.;South Carolina
4771;Palmer Golf Supplies;1860 Parkside Ln.;Massachusetts
4772;Salt & Pepper Catering Service;1101 Deerfield Place;Rhode Island
4773;Schmidt Denists;1535 Knollwood Drive;New Jersey
4774;Pasifico Inc.;550 Sheridan;Mississippi
4775;Air France;1009 marvel Way;Arizona
4776;Air France;1235 Easton Rd.;Michigan
4777;Childress Child Day Care;21 Lakeview Terrace #2312;Connecticut
4778;Lutz Soft Cloth Car Wash;965 Marion Place Apt. 65C;Oregon
4779;Elm Place Business Supplies;1839 McCraren Rd.;Hawaii
4780;Garfield Appliance Service;1009 marvel Way;Tennessee
4781;Chands CPA;662 Lyons Circle;Oregon
4782;Lutz Soft Cloth Car Wash;355 Golf Rd.;Minnesota
4783;Highland Lanes;865 Old Tall Tree Lane;Minnesota
4784;Keyth Contracting and Repair;5518 Madison St.;Vermont
4785;Dapper's Antiques;1245 Eastwood;Minnesota
4786;Libra & Sons;1799 Rosemary Way;South Carolina
4787;Froggy's Gourmet Catering;1436 Waverly Rd.;Illinois
4788;janice Mann Accounting Service;965 Marion Place Apt. 65C;Georgia
4789;Doll House Rock;54 Lakeview Terrace;Kansas
4790;George Lee Antiques;1957 Huntington Ave.;Nevada
4791;Pivot Point College;3148 cottonwood Ct.;Vermont
4792;Derbin Contracting Services;218 Oakridge Ave.;Montana
4793;P K M Packaging Supply;1547 Knolwood Rd.;New York
4794;Happ Aluminum Siding Co.;662 Lyons Circle;Minnesota
4795;AA Advertising;812 North Ave.;North Carolina
4796;Nirabi Auto Service;614 green bay Rd.;Mississippi
4797;Brand Y Creative Services;10 Marquette Rd.;Iowa
4798;Chands CPA;456 Grossman Ln.;Ohio
4799;Terrinni & Son Auto and Truck;2632 Prarie Ln.;South Dakota
4800;Hibop Heating and Air Conditio;5518 Madison St.;New Jersey
4801;Truck-X Muffler Repair;2045 St. johns Ave.;Idaho
4802;Foy Aviation;788 Tennyson Ave.;New Hampshire
4803;K L Consulting;671 Blackstone Ave.;California
4804;Pete's Auto Repair;614 green bay Rd.;Rhode Island
4805;Percy Photography;511 Hill;North Carolina
4806;Cosmo Skin Care Center;632 Roger Williams;Nevada
4807;Masterlands Cleaning;433 Burton Ave.;Iowa
4808;Kapp Camera and Video;1752 Clinton Ave.;Michigan
4809;Hi-Land Art & Frame;1101 Deerfield Place;Vermont
4810;Froggy's Gourmet Catering;210 Cresant Rd.;New Hampshire
4811;Acturial Enterprises Ltd.;3901 Chester Ave. Apt. 3C;Maine
4812;Moveit Motercycle Service;1831 Beverly Place #9D;Kansas
4813;Green Shoes Corp.;1839 McCraren Rd.;Connecticut
4814;Crosstracks Car Wash;368 Woodland Rd.;New Mexico
4815;Foy Aviation;43078 Kennedy Dr.;Wyoming
4816;Crosstracks Car Wash;3901 Chester Ave. Apt. 3C;Kansas
4817;Lambert & Locke Legal Services;1077 Court Ave.;Connecticut
4818;Cutter Lawn Mower Repair;965 Marion Place Apt. 65C;Arkansas
4819;P K M Packaging Supply;2644 Princeton Ln.;Arkansas
4820;Dean Grant Buick and Crysler;3344 Beachwood Ln.;West Virginia
4821;American Apartments;368 Woodland Rd.;New Hampshire
4822;Parties Galore Golf Course;857 Woodbine Rd;Wyoming
4823;Ebert Music Center;937 Judson Ave.;Washington
4824;Marks, Marks, and Kaplan Ltd.;3148 cottonwood Ct.;Alaska
4825;Childress Child Day Care;3150 Skokie Valley Rd.;Colorado
4826;Gordon & Son Brockerage Ltd.;616 Cobblestone Cir.;South Dakota
4827;First National Bank of Ottowa;1750 Lily Court;Nebraska
4828;Kapp Camera and Video;231 Sheriden Rd.;Nebraska
4829;Acme Chemical Supply;1920 Sunnyside Ave.;California
4830;Happ Aluminum Siding Co.;2045 St. johns Ave.;New Jersey
4831;Chands CPA;785 Highland place;Indiana
4832;Schmidt Denists;2148 Eastview Dr.;Michigan
4833;Happ Aluminum Siding Co.;38976 Forest View Rd.;Maryland
4834;American Deli Workers Union;4522 N. Greenview Apt. 1B;California
4835;Arthur M. Feildberg Galleries;2148 Eastview Dr.;Alaska
4836;BBQ Smith's Tex Mex;614 green bay Rd.;Rhode Island
4837;Darcy Frame and Matting Servic;807 Old Trail Rd.;South Dakota
4838;Bee Line Publishing;175 beech St.;Kentucky
4839;Libra & Sons;1715 Chicago Ave.;Arizona
4840;Tub's Furniture Store;788 Tennyson Ave.;Washington
4841;Hi-Land Art & Frame;844 Spruce St.;Indiana
4842;Energy Source Diet Centers;1535 Knollwood Drive;Maryland
4843;First National Bank of Ottowa;368 Woodland Rd.;Alaska
4844;Dapper's Antiques;2632 Prarie Ln.;Iowa
4845;Gordon & Son Brockerage Ltd.;1912 Old Briar Lane #2;Oregon
4846;Air Guatamala;3385 University Ave.;South Dakota
4847;Facelift Kitchen and Bath;1704 Ridgelee Rd;Washington
4848;Pac Builders;2112 Ravine Drive;California
4849;Darcy Frame and Matting Servic;12 Broadview Lane;Oklahoma
4850;Foy Aviation;1535 Knollwood Drive;North Dakota
4851;Glenwood Credit Union;2600 Winsor Mall;Delaware
4852;Kosmo Consulting;3062 Lindenwood Ln.;Kansas
4853;Cotton Thumb Ltd.;4259 W. Lake Ave.;Tennessee
4854;BBQ Smith's Tex Mex;1155 Ridgewood Drive;Maine
4855;Nyman Interior Design;313 Grove Ave.;South Carolina
4856;Smith Communications Inc.;1912 Old Briar Lane #2;Texas
4857;Ebert Music Center;5518 Madison St.;Oklahoma
4858;Lutz Soft Cloth Car Wash;505 N. Frances St.;Wisconsin
4859;Glenwood Credit Union;406 Trinity Ct.;Georgia
4860;Chands CPA;1799 Rosemary Way;Georgia
62;BBQ Smith's Tex Mex;1101 Deerfield Place;Florida
4861;Hi-Land Art & Frame;5518 Madison St.;Iowa
4862;Terrinni & Son Auto and Truck;899 Harvard Ct;Oklahoma
4863;Morton Roofing and Siding;135 Lakewood place;Louisiana
4864;Caranisco Homes;244 Briar Ln;Maryland
4865;Mergenthaler Inc.;1550 Ridge Rd.;Indiana
4866;Hilco Auto Body;581 Hill St. Apt. 234;Alaska
4867;Lake Shore Publishing;1126 Hillcrest Ave;New Mexico
4868;Green Bay Travel Services;1679 McCraren;New Jersey
4869;Maintence Services of Maine;175 beech St.;New York
4870;Facelift Kitchen and Bath;1233 Arbor Rd.;Arizona
4871;Hilco Auto Body;54 Lakeview Terrace;Missouri
4872;Air India;115 Judson Rd.;Pennsylvania
4873;Shaggy's Grooming Services;10 Marquette Rd.;Oklahoma
4874;Cosmo Skin Care Center;550 Sheridan;Connecticut
4875;Cradle the Call;42 Valley Rd.;Montana
4876;Childress Child Day Care;367Bluebird Terr.;Virginia
4877;Salt & Pepper Catering Service;42 Valley Rd.;Arizona
4878;Dapper's Antiques;4522 N. Greenview Apt. 1B;Oregon
4879;Flinn Mosquito and Pest Contro;1235 Easton Rd.;New Jersey
4880;Mergenthaler Inc.;3487 Green Bay Rd.;Hawaii
4881;Jay's Cabinet Company;1126 Hillcrest Ave;Rhode Island
4882;Schmidt Denists;1949 Cloverdale Rd.;California
4883;Kosmo Consulting;43078 Kennedy Dr.;Georgia
4884;Esmarda Chemical Manufacturers;1633 McGovern place;Oklahoma
4885;Block Boats and Lures;2024 St.Johns Ave.;Alabama
4886;Griffith Paving and Sealcoatin;3344 Beachwood Ln.;Oklahoma
4887;Meonits & Mogogni Inc.;2678 Sheridan Rd.;Pennsylvania
4888;Foy Aviation;45 South Deer Creek Drive;Kansas
4889;Air Guatamala;406 Trinity Ct.;South Carolina
4890;Sigman and Freud Psychiatry;406 Trinity Ct.;California
4891;Kermit the Pet Shop;1077 Court Ave.;Wisconsin
4892;AAA Daniels Antiques;220 Vine Ave.;Connecticut
4893;Pasifico Inc.;600 Central Ave.;Louisiana
4894;John G. Hartling Ltd.;120 high St.;Ohio
4895;Lake Shore Beaches;1859 Green Bay Rd.;Massachusetts
4896;Foy Aviation;1535 Knollwood Drive;New Hampshire
4897;Lake Shore Publishing;1658 Second St.;North Dakota
4899;Jay's Cabinet Company;3901 Chester Ave. Apt. 3C;Illinois
4900;Hilco Auto Body;1245 Eastwood;Georgia
4901;Lake Shore Publishing;1831 Beverly Place #9D;Virginia
4902;Doerner's Awnings and Canopies;512 Hill;Mississippi
4903;Hi-Land Art & Frame;135 Lakewood place;Illinois
4904;Smith Communications Inc.;1220 Heather Lane;Colorado
4905;AA Advertising;600 Central Ave;Missouri
4930;George Lee Antiques;4259 W. Lake Ave.;Delaware
4931;P K M Packaging Supply;12 Skokie Valley Rd.;Texas
4932;Mergenthaler Inc.;1101 Deerfield Place;North Dakota
4933;Keep Cool Air Conditioner Repa;673 Calais Drive;Wyoming
4934;Doerner's Awnings and Canopies;839 Burton Ave;Florida
4935;North Shore Appliance Service;456 Grossman Ln.;New York
4936;Transformation Enterprises;807 Old Trail Rd.;West Virginia
4937;Nel Video Productions;550 Sheridan;Idaho
4938;Bee Line Publishing;3344 Beachwood Ln.;Arizona
4939;Nyman Interior Design;115 Judson Rd.;Mississippi
4940;Cosmo Skin Care Center;12 Fort Sheriden Ave.;Maryland
4941;Percy Photography;12 Craven Way;Arkansas
4942;P K M Packaging Supply;406 Trinity Ct.;Oklahoma
4943;Nitelites Party Rental;1799 Rosemary Way;Wisconsin
4944;Doerner's Awnings and Canopies;1795 Lake Cook Rd.;Connecticut
4945;Esmarda Chemical Manufacturers;210 Cresant Rd.;Pennsylvania
4961;Trapezoid Studios;3150 Skokie Valley Rd.;Ohio
4962;Block Boats and Lures;225 Jeffrys Place;Mississippi
4963;Loyal Order of Buffalo;2510 Crain;Washington
4964;Corbins, Rodriguez, & Savocchi;3059 Priscilla Court;Wyoming
4965;Got It All Electronics Supply;550 Sheridan;Delaware
4966;Happ Aluminum Siding Co.;844 Spruce St.;Texas
4967;Johnson, Erico & Co CPA's;2870 Skokie Rd.;Montana
4968;Arthur M. Feildberg Galleries;135 Lakewood place;New Mexico
4969;Hilco Auto Body;2479 Woodridge Drive;New Mexico
4970;Resnick DDS;917 Fairview Ave.  Apt. 982;Massachusetts
4971;AAA Daniels Antiques;669 Kikaid;South Dakota
4972;Hilco Auto Body;669 Kikaid;Idaho
34;Foy Aviation;511 Hill;Maryland
75;Green Bay Travel Services;1795 Lake Cook Rd.;Nevada
76;Caranisco Homes;310 Walker Ave.;Rhode Island
77;Doll House Rock;844 Spruce St.;Wisconsin
78;Moveit Motercycle Service;965 Marion Place Apt. 65C;Illinois
79;Funnyface Amusement Games;511 Hill;Idaho
1;Griffith Paving and Sealcoatin;talend@apres91;Florida
3;Childress Child Day Care;662 Lyons Circle;Alabama
4;Facelift Kitchen and Bath;unknown;
5;Terrinni & Son Auto and Truck;770 Exmoor Rd.;
